customer_id,segment,owning_team,company_size_employees,practice_area,arr_usd,tenure_months,weekly_active_users,manage_utilization_score,bills_per_month,payments_enabled,gpv_last_6mo_usd,time_to_adoption_days,estimated_billing_vol_6mo_usd,payments_penetration_rate,self_serve_attempt_incomplete,declined_competitor_contract,nps_score,health_score,gtm_touches_last_90_days,attended_payments_webinar
CUST-01302,MM,CSM,18,Immigration,7584,21,10,61,19,Yes,21486.45,27.0,59113.63,0.363,No,No,58,Yellow,6,No
CUST-01303,Velocity,AM,2,Family Law,1024,5,1,25,0,No,0.0,,0.0,0.0,No,No,89,Green,2,No
CUST-01304,Strat,AM,51,Personal Injury,45250,28,29,85,200,Yes,5942298.43,31.0,6462035.18,0.92,No,No,44,Green,5,No
CUST-01305,Strat,AM,40,Real Estate Law,62084,64,21,100,108,No,0.0,,3757279.63,0.0,No,Yes,90,Green,7,No
CUST-01306,MM,CSM,22,Litigation,6397,8,13,27,9,Yes,13589.02,19.0,25034.49,0.543,No,No,2,Yellow,6,Yes
CUST-01307,Strat,AM,34,Real Estate Law,15190,17,19,49,26,Yes,63044.97,39.0,157996.39,0.399,No,No,14,Yellow,5,No
CUST-01308,MM,CSM,17,Litigation,14771,32,9,100,90,Yes,94048.68,26.0,585770.15,0.161,No,No,-19,Red,2,No
CUST-01309,Velocity,AM,6,Family Law,2781,18,3,59,9,Yes,3716.75,65.0,6414.41,0.579,No,No,43,Green,0,No
CUST-01310,MM,CSM,15,Litigation,16411,20,8,78,18,Yes,95724.63,115.0,135916.63,0.704,No,No,17,Green,6,No
CUST-01311,Velocity,AM,4,Litigation,2870,14,4,50,1,Yes,817.0,132.0,1190.02,0.687,No,No,-15,Yellow,2,Yes
CUST-01312,MM,CSM,17,Corporate Law,12311,13,9,60,36,Yes,97270.06,37.0,159983.67,0.608,No,No,46,Green,5,No
CUST-01313,Strat,AM,98,Estate Planning,29543,17,53,86,9,No,0.0,,162741.55,0.0,Yes,No,76,Green,1,No
CUST-01314,MM,CSM,20,Estate Planning,15994,18,10,53,19,Yes,117529.46,43.0,146501.03,0.802,No,No,51,Green,8,No
CUST-01315,Velocity,AM,4,Estate Planning,816,8,3,61,2,No,0.0,,900.0,0.0,No,No,4,Yellow,4,Yes
CUST-01316,Strat,AM,146,Corporate Law,25377,17,81,73,146,Yes,1470671.53,17.0,3131224.94,0.47,No,No,35,Yellow,4,Yes
CUST-01317,Strat,AM,44,Criminal Defense,62056,50,23,100,59,Yes,1682755.15,42.0,3960067.95,0.425,No,No,30,Yellow,4,No
CUST-01318,Strat,AM,28,Criminal Defense,18876,13,13,65,96,Yes,756739.44,24.0,1024960.81,0.738,No,No,24,Yellow,1,No
CUST-01319,Velocity,AM,5,Family Law,660,8,1,50,7,Yes,1960.54,64.0,3150.0,0.622,No,No,37,Green,1,No
CUST-01320,Velocity,AM,4,Personal Injury,1652,16,1,64,3,No,0.0,,1800.72,0.0,Yes,No,53,Green,1,Yes
CUST-01321,Velocity,AM,4,Real Estate Law,739,11,4,58,4,No,0.0,,1800.0,0.0,Yes,No,-67,Red,0,No
CUST-01322,Velocity,AM,10,Criminal Defense,1550,7,5,43,6,No,0.0,,2700.0,0.0,No,No,43,Yellow,2,No
CUST-01323,MM,CSM,37,Corporate Law,7966,19,19,70,36,Yes,180754.54,49.0,232458.44,0.778,No,No,64,Green,5,Yes
CUST-01324,Velocity,AM,3,Litigation,1670,11,1,57,8,No,0.0,,8680.12,0.0,No,No,-28,Red,3,Yes
CUST-01325,MM,CSM,16,Personal Injury,5271,12,11,65,81,Yes,85994.78,29.0,156421.86,0.55,No,No,20,Yellow,4,No
CUST-01326,Velocity,AM,10,Immigration,1118,20,6,52,3,Yes,612.96,45.0,1350.0,0.454,No,No,-23,Red,6,Yes
CUST-01327,Velocity,AM,1,Litigation,2691,6,1,61,14,No,0.0,,16154.74,0.0,No,No,-15,Red,2,Yes
CUST-01328,Strat,AM,29,Family Law,23522,5,17,30,4,No,0.0,,51264.9,0.0,No,No,28,Red,1,No
CUST-01329,Strat,AM,20,Real Estate Law,85606,28,10,94,16,No,0.0,,819842.37,0.0,No,No,77,Green,4,No
CUST-01330,Velocity,AM,2,Real Estate Law,1519,5,1,44,5,No,0.0,,2250.0,0.0,No,No,1,Red,3,No
CUST-01331,Strat,AM,69,Personal Injury,41437,9,40,35,30,Yes,773389.17,62.0,923630.86,0.837,No,No,37,Yellow,2,No
CUST-01332,Strat,AM,39,Litigation,12888,5,21,50,32,Yes,331336.2,41.0,376269.62,0.881,No,No,79,Green,5,No
CUST-01333,Velocity,AM,3,Family Law,1610,13,2,47,2,No,0.0,,900.0,0.0,No,No,10,Red,2,No
CUST-01334,MM,CSM,12,Litigation,9813,24,7,91,53,Yes,125870.21,36.0,158426.29,0.795,No,No,67,Green,5,No
CUST-01335,MM,CSM,25,Family Law,13809,19,14,60,79,Yes,103073.79,51.0,561216.02,0.184,No,No,22,Red,9,Yes
CUST-01336,Strat,AM,20,Litigation,109991,84,10,100,269,No,0.0,,15032947.88,0.0,Yes,No,-17,Red,2,No
CUST-01337,Velocity,AM,7,Personal Injury,1479,36,3,100,26,Yes,3250.54,30.0,13382.35,0.243,No,No,-38,Red,2,No
CUST-01338,Strat,AM,77,Estate Planning,120689,9,43,53,23,Yes,462486.9,54.0,1141081.05,0.405,No,No,-9,Red,3,No
CUST-01339,Velocity,AM,2,Personal Injury,1337,8,2,59,20,No,0.0,,9000.0,0.0,No,No,-20,Red,1,No
CUST-01340,Velocity,AM,1,Litigation,1614,84,2,100,69,Yes,22691.01,43.0,31050.0,0.731,No,No,0,Yellow,3,No
CUST-01341,Velocity,AM,5,Corporate Law,1454,36,3,77,17,No,0.0,,10213.66,0.0,No,Yes,55,Green,2,No
CUST-01342,Velocity,AM,3,Corporate Law,588,26,2,100,10,Yes,2251.55,91.0,4500.0,0.5,No,No,-45,Red,3,No
CUST-01343,MM,CSM,21,Family Law,17239,19,10,69,61,Yes,371467.14,51.0,382955.81,0.97,No,No,45,Green,8,No
CUST-01344,Strat,AM,28,Immigration,41857,21,14,78,26,Yes,343905.92,9.0,554472.14,0.62,No,No,72,Green,2,Yes
CUST-01345,Strat,AM,20,Family Law,42254,6,12,53,7,No,0.0,,120894.14,0.0,No,No,18,Yellow,3,No
CUST-01346,Velocity,AM,4,Corporate Law,1050,20,1,66,53,Yes,22435.23,45.0,23850.0,0.941,No,No,65,Green,3,Yes
CUST-01347,Velocity,AM,3,Litigation,1240,19,1,71,42,Yes,16283.01,18.0,19070.23,0.854,No,No,64,Green,0,No
CUST-01348,Velocity,AM,5,Litigation,820,10,4,72,14,Yes,4739.23,147.0,6300.0,0.752,No,No,50,Green,3,No
CUST-01349,MM,CSM,14,Immigration,8789,12,9,56,4,No,0.0,,15273.14,0.0,No,No,34,Yellow,5,No
CUST-01350,Velocity,AM,2,Family Law,3322,48,1,100,108,Yes,86518.04,14.0,153290.11,0.564,No,No,19,Yellow,5,No
CUST-01351,MM,CSM,11,Criminal Defense,6625,16,5,39,26,Yes,22043.42,48.0,80480.07,0.274,No,No,-40,Red,4,Yes
CUST-01352,Strat,AM,22,Criminal Defense,88359,69,11,100,77,Yes,2448974.88,15.0,2540755.91,0.964,No,No,50,Green,4,Yes
CUST-01353,Velocity,AM,6,Litigation,971,5,4,25,1,No,0.0,,450.0,0.0,No,No,91,Green,1,Yes
CUST-01354,Strat,AM,78,Litigation,36694,12,42,68,77,Yes,979278.47,16.0,1085992.26,0.902,No,No,36,Green,1,No
CUST-01355,Velocity,AM,5,Immigration,1267,6,1,50,1,No,0.0,,450.0,0.0,No,No,55,Yellow,2,No
CUST-01356,MM,CSM,12,Criminal Defense,10425,8,8,48,37,Yes,162312.74,52.0,225768.19,0.719,No,No,5,Green,6,No
CUST-01357,MM,CSM,13,Family Law,20283,10,7,51,12,Yes,74857.01,100.0,124295.44,0.602,No,No,-9,Yellow,4,No
CUST-01358,Velocity,AM,2,Litigation,2955,22,1,71,9,No,0.0,,7225.63,0.0,No,No,0,Yellow,3,No
CUST-01359,Velocity,AM,4,Litigation,1693,21,2,62,74,Yes,30286.1,24.0,36391.13,0.832,No,No,26,Green,4,Yes
CUST-01360,Strat,AM,66,Corporate Law,23233,11,37,52,31,Yes,153731.63,54.0,466476.07,0.33,No,No,38,Yellow,1,No
CUST-01361,MM,CSM,27,Litigation,2648,4,13,68,23,No,0.0,,30630.69,0.0,No,No,-12,Yellow,8,Yes
CUST-01362,Velocity,AM,3,Corporate Law,976,47,1,100,59,Yes,20040.31,32.0,26550.0,0.755,No,No,36,Green,6,Yes
CUST-01363,Strat,AM,20,Family Law,29195,15,10,51,41,Yes,569053.41,23.0,599211.53,0.95,No,No,68,Green,6,Yes
CUST-01364,Strat,AM,50,Litigation,48361,8,28,52,19,No,0.0,,808260.43,0.0,No,Yes,24,Yellow,3,No
CUST-01365,Strat,AM,46,Litigation,22785,21,26,73,133,Yes,1126633.36,24.0,1759203.7,0.64,No,No,51,Green,4,No
CUST-01366,Velocity,AM,5,Personal Injury,1565,20,1,69,6,No,0.0,,2700.0,0.0,Yes,No,48,Green,0,No
CUST-01367,Strat,AM,70,Real Estate Law,50378,14,36,48,34,Yes,621625.51,24.0,946763.44,0.657,No,No,67,Green,11,Yes
CUST-01368,MM,CSM,18,Employment Law,5980,20,11,76,88,Yes,221691.38,20.0,302945.45,0.732,No,No,-5,Yellow,10,No
CUST-01369,Velocity,AM,3,Corporate Law,1155,8,1,59,27,No,0.0,,13394.48,0.0,No,No,-35,Red,1,Yes
CUST-01370,Velocity,AM,4,Criminal Defense,1670,29,2,77,4,No,0.0,,3789.82,0.0,No,No,28,Yellow,1,No
CUST-01371,MM,CSM,25,Corporate Law,8751,9,13,74,24,Yes,36471.44,27.0,63488.22,0.574,No,No,36,Green,2,No
CUST-01372,Velocity,AM,4,Real Estate Law,1578,12,2,74,4,No,0.0,,2069.18,0.0,Yes,No,54,Green,1,No
CUST-01373,MM,CSM,14,Litigation,5905,27,10,90,136,Yes,164474.39,9.0,179218.87,0.918,No,No,45,Green,2,No
CUST-01374,Velocity,AM,2,Litigation,1082,39,5,90,9,No,0.0,,4050.0,0.0,No,No,39,Green,2,Yes
CUST-01375,Velocity,AM,6,Employment Law,1078,50,1,100,11,No,0.0,,4950.0,0.0,No,Yes,16,Yellow,2,No
CUST-01376,MM,CSM,16,Estate Planning,11046,36,10,100,18,Yes,72934.26,63.0,104865.31,0.696,No,No,-23,Yellow,6,Yes
CUST-01377,Velocity,AM,6,Employment Law,910,14,3,66,2,Yes,637.87,98.0,900.0,0.709,No,No,61,Green,3,No
CUST-01378,Strat,AM,73,Corporate Law,61086,6,41,64,19,No,0.0,,784394.05,0.0,Yes,No,-9,Red,4,No
CUST-01379,Velocity,AM,2,Corporate Law,1021,45,2,100,139,Yes,31443.45,51.0,62550.0,0.503,No,No,46,Yellow,3,No
CUST-01380,Strat,AM,82,Family Law,30309,44,47,100,183,Yes,2267926.46,18.0,2961801.38,0.766,No,No,33,Green,8,Yes
CUST-01381,Velocity,AM,1,Criminal Defense,788,11,1,59,4,Yes,1746.0,51.0,1800.0,0.97,No,No,76,Green,2,Yes
CUST-01382,Velocity,AM,4,Estate Planning,877,33,1,90,50,Yes,15368.27,12.0,22500.0,0.683,No,No,34,Green,3,No
CUST-01383,MM,CSM,14,Employment Law,9086,14,9,88,54,Yes,142356.8,19.0,230439.74,0.618,No,No,34,Yellow,7,No
CUST-01384,Velocity,AM,10,Litigation,1298,48,5,100,56,Yes,13902.92,26.0,25200.0,0.552,No,No,26,Green,0,No
CUST-01385,Strat,AM,76,Criminal Defense,72100,13,41,52,18,Yes,440707.97,87.0,631838.45,0.698,No,No,36,Green,5,Yes
CUST-01386,Velocity,AM,10,Corporate Law,1682,65,4,100,19,No,0.0,,13456.7,0.0,No,No,37,Green,1,No
CUST-01387,Strat,AM,20,Litigation,42338,30,12,96,87,Yes,1768053.55,21.0,2191287.63,0.807,No,No,54,Green,9,No
CUST-01388,Velocity,AM,8,Estate Planning,1427,58,6,100,10,No,0.0,,6676.92,0.0,No,No,25,Yellow,5,No
CUST-01389,MM,CSM,43,Estate Planning,13186,13,21,60,15,Yes,14814.02,203.0,78093.22,0.19,No,No,-49,Red,7,No
CUST-01390,Velocity,AM,6,Litigation,2413,23,4,66,30,No,0.0,,18319.6,0.0,No,No,-13,Red,3,No
CUST-01391,Velocity,AM,5,Corporate Law,482,9,2,30,3,No,0.0,,1350.0,0.0,Yes,No,-15,Red,0,Yes
CUST-01392,Velocity,AM,3,Family Law,2536,31,1,92,16,No,0.0,,18581.07,0.0,No,No,25,Yellow,4,No
CUST-01393,Velocity,AM,3,Family Law,1338,32,1,94,10,Yes,1158.32,58.0,5658.13,0.205,No,No,-10,Red,7,Yes
CUST-01394,Strat,AM,21,Corporate Law,87654,84,10,100,269,Yes,19084405.5,26.0,28989958.34,0.658,No,No,82,Green,3,No
CUST-01395,Velocity,AM,11,Litigation,994,24,3,71,16,Yes,3734.23,25.0,7200.0,0.519,No,No,5,Yellow,2,Yes
CUST-01396,MM,CSM,19,Litigation,6593,29,9,71,113,Yes,286820.8,40.0,470892.75,0.609,No,No,77,Green,9,Yes
CUST-01397,Velocity,AM,6,Intellectual Property,1861,13,1,46,0,No,0.0,,0.0,0.0,No,No,27,Yellow,1,No
CUST-01398,Velocity,AM,7,Employment Law,1718,25,2,92,31,Yes,15515.05,55.0,23156.32,0.67,No,No,45,Green,2,No
CUST-01399,Strat,AM,235,Estate Planning,18669,14,127,52,52,Yes,281816.97,70.0,490398.08,0.575,No,No,7,Yellow,8,No
CUST-01400,Strat,AM,20,Intellectual Property,26470,19,10,63,87,Yes,867557.69,17.0,1063644.71,0.816,No,No,66,Green,8,Yes
CUST-01401,Velocity,AM,2,Criminal Defense,756,20,1,67,7,No,0.0,,3150.0,0.0,No,No,-35,Red,2,No
CUST-01402,Velocity,AM,3,Litigation,977,14,2,52,23,No,0.0,,10350.0,0.0,No,No,-6,Red,1,No
CUST-01403,Velocity,AM,3,Litigation,1869,18,2,59,5,Yes,1905.35,15.0,3836.39,0.497,No,No,7,Yellow,9,Yes
CUST-01404,Strat,AM,29,Employment Law,29770,14,16,49,39,Yes,242658.89,36.0,432445.98,0.561,No,No,33,Yellow,4,Yes
CUST-01405,Strat,AM,69,Real Estate Law,21558,14,37,77,49,Yes,462628.84,21.0,713574.83,0.648,No,No,4,Yellow,3,Yes
CUST-01406,Velocity,AM,4,Personal Injury,1745,36,1,100,71,Yes,19910.48,26.0,39940.19,0.499,No,No,48,Green,3,No
CUST-01407,MM,CSM,6,Personal Injury,3061,20,2,85,16,No,0.0,,35383.59,0.0,No,Yes,8,Yellow,3,No
CUST-01408,MM,CSM,21,Family Law,11174,22,10,91,29,Yes,142426.4,68.0,146831.34,0.97,No,No,81,Green,5,No
CUST-01409,Strat,AM,139,Litigation,35844,7,77,19,40,Yes,470592.72,83.0,1160560.78,0.405,No,No,19,Red,5,No
CUST-01410,MM,CSM,27,Litigation,8201,23,12,80,16,Yes,54748.17,21.0,62048.84,0.882,No,No,43,Green,3,Yes
CUST-01411,Velocity,AM,5,Litigation,3134,25,2,72,53,Yes,85619.14,34.0,88536.97,0.967,No,No,58,Green,2,No
CUST-01412,Velocity,AM,1,Litigation,1783,14,1,73,8,Yes,2662.82,33.0,4191.83,0.635,No,No,52,Green,3,Yes
CUST-01413,Velocity,AM,14,Family Law,1680,70,8,100,29,Yes,7782.77,33.0,16130.77,0.482,No,No,7,Yellow,3,No
CUST-01414,Velocity,AM,11,Litigation,1115,4,3,29,5,Yes,1771.7,35.0,2250.0,0.787,No,No,33,Green,2,Yes
CUST-01415,Strat,AM,39,Litigation,33471,30,21,71,198,Yes,4396487.56,40.0,4652134.53,0.945,No,No,-3,Yellow,2,No
CUST-01416,MM,CSM,5,Family Law,5293,28,3,81,174,Yes,308990.56,13.0,551093.47,0.561,No,No,3,Yellow,5,No
CUST-01417,Velocity,AM,2,Corporate Law,2142,25,1,90,19,Yes,11352.56,36.0,11703.67,0.97,No,No,44,Green,1,No
CUST-01418,Velocity,AM,7,Family Law,1712,20,2,74,10,Yes,1914.31,60.0,5874.65,0.326,No,No,-23,Red,4,Yes
CUST-01419,Velocity,AM,7,Family Law,1374,25,3,65,29,Yes,13717.28,51.0,16076.54,0.853,No,No,15,Green,3,No
CUST-01420,MM,CSM,33,Real Estate Law,8990,31,18,100,53,Yes,76539.18,27.0,104417.64,0.733,No,No,71,Green,4,No
CUST-01421,Velocity,AM,5,Employment Law,1313,11,3,62,11,No,0.0,,5114.23,0.0,No,No,78,Green,1,No
CUST-01422,Strat,AM,60,Litigation,26064,22,33,83,377,No,0.0,,4806816.06,0.0,No,Yes,82,Green,10,Yes
CUST-01423,Velocity,AM,8,Litigation,889,16,2,79,39,No,0.0,,17550.0,0.0,No,No,-45,Red,3,Yes
CUST-01424,Velocity,AM,2,Personal Injury,2016,8,1,29,0,No,0.0,,0.0,0.0,No,No,14,Yellow,0,No
CUST-01425,MM,CSM,17,Estate Planning,7300,28,9,74,34,Yes,69853.18,54.0,133905.3,0.522,No,No,39,Yellow,4,No
CUST-01426,MM,CSM,28,Immigration,6813,12,13,66,16,No,0.0,,27775.8,0.0,No,No,-58,Red,4,Yes
CUST-01427,Velocity,AM,4,Corporate Law,2778,6,1,36,2,No,0.0,,1703.16,0.0,No,No,-40,Red,2,No
CUST-01428,MM,CSM,39,Immigration,18170,12,22,53,11,No,0.0,,106199.39,0.0,No,No,34,Yellow,3,No
CUST-01429,Strat,AM,34,Employment Law,64659,10,18,52,39,Yes,849546.68,21.0,1663384.51,0.511,No,No,11,Yellow,3,Yes
CUST-01430,MM,CSM,11,Real Estate Law,5954,35,5,82,41,No,0.0,,98955.17,0.0,No,No,48,Green,5,No
CUST-01431,Velocity,AM,1,Litigation,3142,20,1,66,16,Yes,15638.56,37.0,19019.0,0.822,No,No,37,Green,3,Yes
CUST-01432,Strat,AM,24,Personal Injury,30650,44,14,100,78,Yes,1456531.58,66.0,1835272.17,0.794,No,No,58,Green,4,Yes
CUST-01433,Velocity,AM,3,Immigration,2023,11,1,63,2,No,0.0,,1700.15,0.0,No,No,-14,Red,4,Yes
CUST-01434,Strat,AM,32,Immigration,16032,32,15,100,26,Yes,164115.93,36.0,200099.06,0.82,No,No,30,Green,5,Yes
CUST-01435,Velocity,AM,6,Litigation,776,84,1,100,41,Yes,4958.11,10.0,18450.0,0.269,No,No,-38,Red,3,No
CUST-01436,Velocity,AM,3,Immigration,573,22,4,79,7,Yes,1726.65,31.0,3150.0,0.548,No,No,42,Yellow,3,No
CUST-01437,Velocity,AM,2,Litigation,1604,31,1,94,16,Yes,6749.84,32.0,7767.16,0.869,No,No,5,Green,1,No
CUST-01438,Strat,AM,20,Corporate Law,14550,28,11,88,625,No,0.0,,3942218.6,0.0,No,No,60,Green,4,No
CUST-01439,Velocity,AM,4,Real Estate Law,1159,7,4,40,1,No,0.0,,450.0,0.0,No,No,-14,Red,4,No
CUST-01440,Strat,AM,133,Corporate Law,90097,26,73,69,171,Yes,6777727.68,23.0,9542512.11,0.71,No,No,83,Green,5,No
CUST-01441,MM,CSM,11,Real Estate Law,11507,22,5,66,26,Yes,91879.72,26.0,163566.02,0.562,No,No,9,Yellow,4,No
CUST-01442,Velocity,AM,7,Real Estate Law,1131,15,1,58,5,Yes,1535.96,57.0,2855.87,0.538,No,No,5,Yellow,1,No
CUST-01443,Strat,AM,20,Litigation,32638,10,8,45,50,Yes,371171.13,28.0,925478.08,0.401,No,No,39,Yellow,5,No
CUST-01444,Velocity,AM,4,Real Estate Law,1216,28,2,90,14,No,0.0,,6875.47,0.0,No,No,-32,Red,2,No
CUST-01445,MM,CSM,22,Employment Law,6387,9,14,53,16,No,0.0,,36877.75,0.0,Yes,No,-5,Yellow,3,Yes
CUST-01446,Velocity,AM,2,Litigation,1554,72,1,100,74,Yes,8569.68,40.0,34422.62,0.249,No,No,0,Red,4,Yes
CUST-01447,Strat,AM,50,Real Estate Law,17203,19,26,73,50,Yes,340544.14,30.0,479624.95,0.71,No,No,69,Green,4,Yes
CUST-01448,MM,CSM,28,Corporate Law,4037,8,16,63,8,Yes,6916.28,60.0,12731.84,0.543,No,No,30,Yellow,2,No
CUST-01449,MM,CSM,13,Family Law,7973,13,6,58,8,Yes,8941.49,77.0,32934.21,0.271,No,No,-34,Red,7,No
CUST-01450,Strat,AM,27,Corporate Law,24081,15,15,74,245,Yes,3632008.49,42.0,3744338.65,0.97,No,No,75,Green,6,No
CUST-01451,Velocity,AM,12,Family Law,1009,84,6,100,52,Yes,14731.37,32.0,23400.0,0.63,No,No,54,Green,3,Yes
CUST-01452,Strat,AM,174,Litigation,41790,10,95,66,94,Yes,578032.64,25.0,1976901.45,0.292,No,No,-15,Red,7,Yes
CUST-01453,MM,CSM,19,Intellectual Property,11095,16,10,83,25,Yes,86709.3,22.0,114978.51,0.754,No,No,90,Green,6,Yes
CUST-01454,Strat,AM,184,Real Estate Law,19025,12,103,63,15,Yes,52415.46,38.0,90016.0,0.582,No,No,-6,Yellow,7,Yes
CUST-01455,Velocity,AM,2,Estate Planning,1053,25,2,81,11,Yes,4288.91,32.0,4950.0,0.866,No,No,67,Green,2,Yes
CUST-01456,MM,CSM,18,Family Law,4119,12,11,57,20,No,0.0,,36612.51,0.0,No,No,51,Yellow,11,No
CUST-01457,Strat,AM,40,Estate Planning,83403,8,20,43,6,No,0.0,,317263.11,0.0,No,No,-40,Red,5,No
CUST-01458,Strat,AM,44,Family Law,27973,16,25,57,18,Yes,145297.49,12.0,377170.08,0.385,No,No,-10,Red,5,Yes
CUST-01459,Velocity,AM,3,Family Law,2217,14,2,71,2,Yes,1968.86,17.0,2325.71,0.847,No,No,37,Green,4,Yes
CUST-01460,Strat,AM,24,Family Law,90718,12,10,45,48,Yes,633773.72,52.0,1527894.32,0.415,No,No,29,Yellow,3,No
CUST-01461,Velocity,AM,13,Corporate Law,1661,12,7,75,4,Yes,1393.81,77.0,2129.76,0.654,No,No,26,Yellow,4,Yes
CUST-01462,Strat,AM,40,Litigation,57922,39,21,100,282,Yes,4413527.25,27.0,6931713.5,0.637,No,No,67,Green,4,Yes
CUST-01463,Velocity,AM,8,Estate Planning,1029,14,2,94,6,No,0.0,,2700.0,0.0,Yes,No,-32,Red,0,No
CUST-01464,Strat,AM,29,Personal Injury,15878,8,16,41,35,Yes,87527.61,20.0,419643.91,0.209,No,No,-11,Red,5,Yes
CUST-01465,MM,CSM,22,Litigation,12088,13,12,61,49,Yes,233802.88,32.0,384152.99,0.609,No,No,34,Yellow,5,Yes
CUST-01466,Velocity,AM,2,Litigation,1206,18,1,63,13,Yes,4200.02,47.0,5850.0,0.718,No,No,6,Yellow,3,Yes
CUST-01467,MM,CSM,9,Corporate Law,5976,7,4,38,12,No,0.0,,30457.82,0.0,No,No,-9,Red,11,No
CUST-01468,Velocity,AM,6,Intellectual Property,1064,52,2,100,18,Yes,5449.59,71.0,8100.0,0.673,No,No,11,Yellow,5,No
CUST-01469,MM,CSM,15,Immigration,4305,31,11,77,21,Yes,36650.56,69.0,39817.02,0.92,No,No,74,Green,6,No
CUST-01470,Strat,AM,45,Real Estate Law,32069,46,22,100,261,Yes,4133564.57,31.0,4592222.64,0.9,No,No,24,Green,4,No
CUST-01471,Strat,AM,26,Employment Law,29615,23,15,83,87,Yes,1624363.2,37.0,2038271.24,0.797,No,No,58,Green,1,Yes
CUST-01472,Strat,AM,45,Family Law,20990,4,24,51,10,Yes,185960.63,68.0,196235.19,0.948,No,No,81,Green,7,No
CUST-01473,MM,CSM,8,Intellectual Property,20181,49,3,100,24,Yes,133528.52,81.0,274244.14,0.487,No,No,12,Yellow,3,No
CUST-01474,Velocity,AM,3,Corporate Law,1417,10,1,59,9,Yes,1538.06,104.0,4058.27,0.379,No,No,-12,Yellow,3,No
CUST-01475,Velocity,AM,8,Corporate Law,7245,10,2,54,4,No,0.0,,13953.08,0.0,No,No,23,Yellow,2,No
CUST-01476,Strat,AM,20,Real Estate Law,42083,20,10,59,44,Yes,607647.72,32.0,1331338.03,0.456,No,No,46,Yellow,4,No
CUST-01477,MM,CSM,12,Family Law,7027,44,6,100,43,Yes,81806.73,46.0,124437.98,0.657,No,No,17,Yellow,8,Yes
CUST-01478,Strat,AM,26,Real Estate Law,17692,36,11,75,90,Yes,214924.08,17.0,647831.18,0.332,No,No,-17,Red,3,No
CUST-01479,Strat,AM,39,Corporate Law,14603,32,22,100,49,Yes,279606.7,27.0,455682.57,0.614,No,No,22,Green,3,Yes
CUST-01480,Velocity,AM,7,Real Estate Law,1517,14,2,72,15,Yes,4233.66,78.0,8375.88,0.505,No,No,73,Green,2,No
CUST-01481,MM,CSM,22,Corporate Law,7260,14,9,44,26,Yes,45412.4,10.0,51627.96,0.88,No,No,48,Green,7,Yes
CUST-01482,Velocity,AM,4,Litigation,1684,22,1,84,18,No,0.0,,8928.32,0.0,No,Yes,39,Yellow,3,No
CUST-01483,Strat,AM,20,Employment Law,26986,16,14,56,18,No,0.0,,432272.51,0.0,No,Yes,-1,Red,7,Yes
CUST-01484,Velocity,AM,3,Personal Injury,991,32,1,100,42,Yes,8919.22,26.0,18900.0,0.472,No,No,2,Yellow,7,No
CUST-01485,Velocity,AM,1,Intellectual Property,2704,31,1,84,9,Yes,4141.78,78.0,8264.09,0.501,No,No,60,Green,5,No
CUST-01486,Velocity,AM,3,Criminal Defense,2498,26,1,77,37,Yes,38096.0,37.0,39274.23,0.97,No,No,69,Green,0,No
CUST-01487,Velocity,AM,8,Criminal Defense,829,3,3,36,1,No,0.0,,450.0,0.0,Yes,No,44,Yellow,3,Yes
CUST-01488,Strat,AM,21,Estate Planning,134359,19,12,61,145,Yes,2933857.02,58.0,13204739.26,0.222,No,No,-25,Red,3,No
CUST-01489,Velocity,AM,11,Litigation,1459,16,6,80,21,Yes,5914.8,71.0,10086.02,0.586,No,No,19,Yellow,0,No
CUST-01490,Velocity,AM,5,Litigation,1114,20,1,81,60,Yes,16010.65,20.0,27000.0,0.593,No,No,-20,Yellow,2,No
CUST-01491,Velocity,AM,6,Corporate Law,1071,11,1,56,12,No,0.0,,5400.0,0.0,No,No,83,Green,4,Yes
CUST-01492,Velocity,AM,1,Personal Injury,816,7,1,59,3,No,0.0,,1350.0,0.0,No,No,-4,Red,3,No
CUST-01493,Velocity,AM,5,Litigation,889,24,3,58,24,Yes,8422.78,118.0,10800.0,0.78,No,No,61,Green,0,No
CUST-01494,Velocity,AM,4,Employment Law,912,14,1,45,3,No,0.0,,1350.0,0.0,No,No,-21,Yellow,3,Yes
CUST-01495,Strat,AM,25,Estate Planning,52535,26,14,87,399,Yes,3152344.6,60.0,7502447.02,0.42,No,No,29,Yellow,6,No
CUST-01496,Strat,AM,46,Criminal Defense,32685,11,24,63,24,Yes,484871.18,20.0,803360.51,0.604,No,No,23,Yellow,4,Yes
CUST-01497,Strat,AM,68,Litigation,42801,45,36,100,231,Yes,3002139.24,28.0,5410974.54,0.555,No,No,16,Yellow,2,No
CUST-01498,Velocity,AM,10,Corporate Law,1203,34,5,73,34,Yes,13610.47,15.0,16574.34,0.821,No,No,59,Green,0,Yes
CUST-01499,Velocity,AM,3,Intellectual Property,824,22,2,61,4,Yes,1521.42,73.0,1800.0,0.845,No,No,54,Green,1,No
CUST-01500,MM,CSM,14,Corporate Law,13823,15,8,66,110,Yes,357492.24,21.0,636087.17,0.562,No,No,30,Yellow,4,Yes
CUST-01501,Strat,AM,88,Corporate Law,55724,31,49,100,99,Yes,2971119.27,26.0,3443683.04,0.863,No,No,58,Green,5,No
CUST-01502,Velocity,AM,2,Litigation,2410,23,1,91,10,Yes,12562.12,58.0,12983.79,0.968,No,No,49,Green,1,No
